Country.of.Origin,Processing.Method,altitude_mean_meters,Category.One.Defects,Category.Two.Defects,Moisture,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Total.Cup.Points,Specialty_Grade
"Tanzania, United Republic Of",Washed / Wet,1050.0,0,2,0.12,7.67,7.17,7.17,7.33,7.5,7.17,81.17,1
Mexico,Washed / Wet,1200.0,0,10,0.12,7.75,7.58,7.08,7.25,7.08,7.25,81.17,1
Costa Rica,Washed / Wet,1300.0,0,0,0.11,7.5,7.5,7.33,7.17,7.08,7.17,81.17,1
Honduras,Natural / Dry,1450.0,0,1,0.13,7.42,7.33,7.0,7.42,7.33,7.33,81.17,1
Thailand,Washed / Wet,1450.0,0,0,0.12,6.83,7.42,7.42,7.17,7.5,7.42,81.17,1
Philippines,Natural / Dry,1200.0,0,4,0.0,7.25,7.25,7.25,7.08,7.58,7.5,81.17,1
"Tanzania, United Republic Of",Washed / Wet,1550.0,0,2,0.12,7.58,7.17,7.17,7.33,7.33,7.25,81.17,1
Malawi,Washed / Wet,995.0,0,12,0.12,7.58,7.25,7.33,7.08,7.33,7.33,81.17,1
Costa Rica,Washed / Wet,1300.0,0,3,0.11,7.33,7.08,7.33,7.25,7.33,7.58,81.17,1
Brazil,Natural / Dry,1310.64,0,3,0.11,7.42,7.42,7.17,7.42,7.33,7.25,81.17,1
Mexico,Natural / Dry,1800.0,3,7,0.13,7.42,7.25,7.08,7.75,7.42,7.17,81.17,1
Guatemala,Washed / Wet,1450.0,0,4,0.12,7.42,7.25,7.33,7.25,7.25,7.42,81.17,1
Brazil,Natural / Dry,1000.0,0,1,0.12,7.42,7.33,7.25,7.42,7.5,7.17,81.17,1
United States (Hawaii),Washed / Wet,1310.64,3,0,0.04,7.25,7.75,7.67,7.67,7.42,7.67,81.17,1
Ethiopia,Natural / Dry,1310.64,0,1,0.11,7.42,7.33,7.17,7.33,7.42,7.17,81.08,1
Brazil,Natural / Dry,695.0,5,8,0.11,7.58,7.42,7.5,7.25,7.75,7.58,81.08,1
Nicaragua,Washed / Wet,1100.0,0,1,0.11,7.33,7.33,7.33,7.42,7.33,7.33,81.08,1
United States,Natural / Dry,1706.88,0,0,0.0,7.42,7.17,7.33,7.42,7.25,7.33,81.08,1
"Tanzania, United Republic Of",Washed / Wet,1456.0,0,2,0.13,7.42,7.33,7.33,7.25,7.25,7.33,81.08,1
Costa Rica,Washed / Wet,1500.0,0,0,0.13,7.42,7.25,7.17,7.25,7.25,7.58,81.08,1
United States (Puerto Rico),Washed / Wet,853.44,0,0,0.0,7.67,7.75,7.67,7.58,7.58,7.67,81.08,1
Mexico,Washed / Wet,1650.0,5,16,0.13,7.25,7.42,7.33,7.33,7.17,7.33,81.08,1
Mexico,Washed / Wet,1300.0,0,2,0.12,7.33,7.25,7.33,7.42,7.25,7.42,81.08,1
Mexico,Washed / Wet,1642.0,0,5,0.11,7.33,7.33,7.25,7.42,7.25,7.25,81.08,1
Mexico,Washed / Wet,1200.0,0,1,0.1,7.42,7.33,7.25,7.42,7.17,7.25,81.08,1
United States (Hawaii),Washed / Wet,1310.64,0,0,0.06,7.42,7.42,7.25,7.58,6.92,7.17,81.08,1
Brazil,Pulped natural / honey,1310.64,0,9,0.11,7.25,7.25,7.17,7.5,7.33,7.17,81.0,1
El Salvador,Washed / Wet,1450.0,0,6,0.0,7.42,7.08,7.08,7.33,7.25,7.58,81.0,1
Brazil,Pulped natural / honey,1310.64,0,3,0.11,7.33,7.17,7.17,7.67,7.33,7.17,81.0,1
Guatemala,Washed / Wet,3280.0,0,8,0.09,7.42,7.25,7.17,7.5,7.25,7.17,81.0,1
Colombia,Washed / Wet,1600.0,0,4,0.0,7.67,7.5,7.42,5.25,7.67,7.75,81.0,1
Guatemala,Washed / Wet,1219.2,0,1,0.11,7.5,7.25,7.0,7.25,7.5,7.25,81.0,1
Taiwan,Washed / Wet,758.0,0,0,0.12,7.25,7.17,7.17,7.25,7.5,7.33,81.0,1
Honduras,Natural / Dry,1350.0,0,1,0.12,7.42,7.25,7.25,7.33,7.25,7.17,81.0,1
Brazil,Natural / Dry,1310.64,0,0,0.12,7.67,7.75,7.83,7.75,7.83,7.75,81.0,1
"Tanzania, United Republic Of",Washed / Wet,1525.0,0,5,0.12,7.33,7.33,7.08,7.42,7.17,7.33,81.0,1
Uganda,Natural / Dry,1700.0,0,3,0.12,7.33,6.92,7.17,7.33,7.42,7.42,81.0,1
Taiwan,Semi-washed / Semi-pulped,1100.0,0,0,0.11,7.5,6.92,7.33,7.33,7.33,7.33,81.0,1
Thailand,Washed / Wet,800.0,0,3,0.0,7.33,7.42,7.25,7.42,7.25,7.17,81.0,1
Mexico,Washed / Wet,950.0,0,12,0.12,7.08,7.33,7.33,7.33,7.42,7.25,81.0,1
Mexico,Washed / Wet,1100.0,0,8,0.0,7.58,7.67,7.5,7.67,7.58,7.5,81.0,1
Taiwan,Washed / Wet,200.0,0,0,0.0,7.33,7.17,7.25,7.33,7.33,7.25,80.92,1
Guatemala,Washed / Wet,1901.0,0,2,0.1,7.67,7.67,7.33,7.58,7.67,7.5,80.92,1
Kenya,Washed / Wet,1600.0,0,3,0.11,7.17,7.58,7.5,7.5,8.0,7.75,80.92,1
Mexico,Washed / Wet,1100.0,0,11,0.11,7.5,7.33,7.17,7.42,7.5,7.33,80.92,1
Myanmar,Other,1066.8,0,5,0.0,7.17,7.42,7.0,7.58,7.33,7.0,80.92,1
United States (Hawaii),Natural / Dry,1310.64,2,5,0.1,7.42,7.08,7.17,7.17,7.58,7.25,80.92,1
"Tanzania, United Republic Of",Washed / Wet,1700.0,0,0,0.12,7.33,7.17,7.17,7.25,7.42,7.33,80.92,1
Brazil,Natural / Dry,1200.0,0,8,0.12,7.25,7.33,7.25,7.25,7.25,7.33,80.92,1
Taiwan,Washed / Wet,550.0,0,0,0.09,7.92,7.67,7.33,7.08,7.08,7.08,80.92,1
Brazil,Natural / Dry,1100.0,0,0,0.1,7.17,7.42,7.17,7.25,7.25,7.33,80.92,1
Nicaragua,Washed / Wet,1050.0,1,3,0.1,7.33,7.08,7.25,7.0,7.5,7.42,80.92,1
Guatemala,Washed / Wet,1524.0,2,5,0.12,7.58,7.42,6.92,7.5,7.25,7.17,80.92,1
Taiwan,Washed / Wet,900.0,0,0,0.11,7.42,7.25,7.25,7.25,7.25,7.25,80.92,1
Taiwan,Other,688.0,0,0,0.11,7.25,7.17,7.08,7.08,7.08,8.08,80.92,1
Taiwan,Washed / Wet,300.0,0,0,0.11,7.42,7.25,7.25,7.25,7.25,7.25,80.92,1
Mexico,Washed / Wet,1186.0,0,12,0.13,7.58,7.33,7.08,7.5,7.17,7.25,80.92,1
Thailand,Washed / Wet,1310.64,0,0,0.0,7.67,7.58,7.33,7.33,7.17,7.0,80.92,1
Laos,Washed / Wet,1300.0,0,0,0.0,7.42,7.33,7.17,7.17,7.17,7.25,80.83,1
Guatemala,Washed / Wet,1200.0,0,1,0.11,7.67,7.25,7.08,7.33,7.17,7.25,80.83,1
Mexico,Semi-washed / Semi-pulped,1210.0,0,7,0.13,7.17,7.08,7.25,7.42,7.25,7.33,80.83,1
Mexico,Washed / Wet,1100.0,0,3,0.11,7.33,7.25,7.33,7.33,7.25,7.17,80.83,1
Mexico,Washed / Wet,100.0,0,1,0.13,7.5,7.17,7.33,7.25,7.17,7.17,80.83,1
United States (Hawaii),Washed / Wet,1310.64,2,0,0.1,7.42,7.33,7.0,7.25,7.33,7.5,80.83,1
Colombia,Washed / Wet,1800.0,0,1,0.01,7.33,7.33,7.0,6.83,7.33,7.67,80.83,1
Brazil,Natural / Dry,1310.64,0,1,0.0,7.17,7.25,7.08,7.17,7.25,7.58,80.75,1
Myanmar,Washed / Wet,3825.0,0,2,0.0,6.92,7.5,7.0,7.58,7.5,7.08,80.75,1
Guatemala,Washed / Wet,1706.88,0,1,0.12,7.5,7.33,7.0,7.42,7.17,7.17,80.75,1
Nicaragua,Washed / Wet,110000.0,0,5,0.12,7.25,7.25,7.17,7.25,7.33,7.25,80.75,1
Honduras,Natural / Dry,1450.0,0,2,0.11,7.5,7.33,7.0,7.42,7.25,7.17,80.75,1
Panama,Other,1680.0,1,4,0.11,7.25,7.33,7.17,7.33,7.33,7.17,80.75,1
Honduras,Washed / Wet,1350.0,0,2,0.09,7.42,7.17,7.08,7.42,7.25,7.25,80.75,1
Honduras,Natural / Dry,1450.0,0,1,0.13,7.25,7.33,7.08,7.5,7.25,7.33,80.75,1
Costa Rica,Washed / Wet,1300.0,0,0,0.11,7.33,7.33,7.25,7.25,7.17,7.17,80.75,1
Mexico,Washed / Wet,1200.0,0,2,0.11,7.58,7.33,7.42,7.25,7.5,7.5,80.75,1
Haiti,Washed / Wet,1000.0,0,0,0.12,7.42,7.0,7.42,7.25,7.08,7.33,80.75,1
United States (Hawaii),Natural / Dry,1310.64,0,6,0.13,7.08,7.33,7.17,7.25,7.33,7.67,80.75,1
Taiwan,Other,1310.64,0,1,0.0,7.33,7.08,7.08,7.08,7.42,7.33,80.67,1
Indonesia,Semi-washed / Semi-pulped,1350.0,0,1,0.13,7.58,7.42,7.0,7.67,7.5,7.5,80.67,1
Guatemala,Washed / Wet,1500.0,0,0,0.11,7.67,7.42,6.83,7.17,7.42,7.17,80.67,1
Costa Rica,Washed / Wet,185.0,0,4,0.11,7.83,7.5,7.67,7.67,7.83,7.5,80.67,1
Malawi,Washed / Wet,995.0,0,1,0.12,7.5,7.25,7.17,7.17,7.25,7.17,80.67,1
Mexico,Washed / Wet,1200.0,0,4,0.12,7.25,7.17,7.17,7.25,7.17,7.42,80.67,1
Colombia,Natural / Dry,1550.0,0,1,0.0,7.67,7.5,7.42,7.67,7.5,7.75,80.67,1
Guatemala,Washed / Wet,1550.0,0,5,0.12,7.67,7.17,7.0,7.5,7.0,7.0,80.67,1
Guatemala,Washed / Wet,1310.64,0,2,0.11,7.0,7.33,7.5,7.33,7.0,7.33,80.67,1
Guatemala,Washed / Wet,1310.64,0,3,0.11,7.0,7.5,7.33,7.17,7.17,7.17,80.67,1
Colombia,Washed / Wet,1310.64,0,2,0.18,7.17,7.25,7.08,7.42,7.08,7.42,80.67,1
Brazil,Washed / Wet,1310.64,0,7,0.11,7.33,7.25,7.33,7.08,7.58,7.25,80.58,1
Nicaragua,Washed / Wet,1310.64,0,0,0.11,7.08,7.5,7.0,7.25,7.42,7.0,80.58,1
"Tanzania, United Republic Of",Washed / Wet,1400.0,0,1,0.12,7.25,7.08,7.08,7.33,7.33,7.25,80.58,1
Brazil,Semi-washed / Semi-pulped,1200.0,0,3,0.0,7.42,7.25,7.33,7.0,7.08,7.25,80.58,1
Honduras,Washed / Wet,1400.0,0,5,0.11,7.5,7.17,7.0,7.42,7.33,7.0,80.58,1
Guatemala,Natural / Dry,1383.792,0,5,0.11,7.17,7.42,6.83,7.5,7.17,7.25,80.58,1
United States (Hawaii),Washed / Wet,1310.64,0,0,0.0,7.42,7.58,7.5,7.92,7.83,7.83,80.58,1
Colombia,Washed / Wet,1310.64,0,2,0.0,7.08,7.25,7.0,7.5,7.08,7.33,80.58,1
Taiwan,Natural / Dry,50.0,0,0,0.0,7.17,7.17,7.17,7.42,7.17,7.25,80.5,1
Guatemala,Washed / Wet,1500.0,0,4,0.1,7.33,7.25,7.08,7.17,7.25,7.17,80.5,1
Honduras,Washed / Wet,1650.0,0,5,0.11,7.58,7.33,7.0,7.17,7.33,7.08,80.5,1
Mauritius,Washed / Wet,280.0,0,0,0.12,7.25,7.25,7.17,7.17,7.25,7.17,80.5,1
Brazil,Semi-washed / Semi-pulped,1250.0,0,3,0.11,7.25,7.33,7.17,7.5,7.33,7.25,80.5,1
Myanmar,Washed / Wet,3800.0,0,2,0.0,7.17,7.33,7.17,7.42,7.25,7.08,80.5,1
Guatemala,Washed / Wet,1219.2,0,3,0.11,7.5,7.17,6.83,7.5,7.17,7.17,80.5,1
Brazil,Semi-washed / Semi-pulped,1250.0,0,10,0.1,7.42,7.42,7.08,7.33,7.67,7.5,80.5,1
United States (Hawaii),Natural / Dry,1310.64,1,0,0.11,7.42,7.33,7.33,7.58,7.58,7.42,80.5,1
Guatemala,Washed / Wet,1859.28,1,1,0.12,7.5,7.5,7.0,7.67,7.17,7.0,80.5,1
Mexico,Washed / Wet,1450.0,0,1,0.15,7.25,7.25,7.08,7.33,7.25,7.17,80.5,1
Honduras,Washed / Wet,1450.0,0,0,0.1,7.25,7.42,7.0,7.42,7.33,7.0,80.42,1
Taiwan,Washed / Wet,600.0,0,0,0.14,7.58,7.17,7.17,7.17,7.17,7.17,80.42,1
El Salvador,Washed / Wet,1450.0,0,1,0.0,7.33,7.17,7.08,7.08,7.33,7.17,80.42,1
China,Washed / Wet,1700.0,0,14,0.17,7.25,7.08,7.25,7.17,7.33,7.17,80.42,1
Taiwan,Washed / Wet,600.0,0,0,0.11,7.25,7.25,7.17,7.25,7.25,7.25,80.42,1
Mexico,Washed / Wet,1050.0,2,4,0.1,6.92,7.17,7.08,7.5,7.33,7.17,80.42,1
Mexico,Washed / Wet,1550.0,4,16,0.12,7.42,7.08,7.08,7.33,7.25,7.17,80.42,1
Burundi,Washed / Wet,1700.0,0,0,0.12,7.08,7.25,7.17,7.33,7.08,7.08,80.33,1
"Tanzania, United Republic Of",Washed / Wet,1700.0,0,5,0.13,7.25,7.17,7.0,7.25,7.42,7.08,80.33,1
"Tanzania, United Republic Of",Washed / Wet,1310.64,0,5,0.12,7.25,7.17,7.25,7.25,7.25,7.08,80.33,1
Taiwan,Other,600.0,0,0,0.11,7.25,7.25,7.08,7.25,7.25,7.25,80.33,1
Guatemala,Washed / Wet,1310.64,1,4,0.11,7.33,7.33,6.83,7.5,7.0,7.17,80.33,1
Mexico,Semi-washed / Semi-pulped,940.0,0,21,0.11,7.25,7.08,7.08,7.33,7.33,7.17,80.33,1
United States (Hawaii),Washed / Wet,1310.64,5,7,0.12,7.17,7.5,6.92,7.33,7.67,7.33,80.33,1
Ethiopia,Washed / Wet,1310.64,0,1,0.1,7.25,7.25,7.25,7.33,7.5,8.0,80.33,1
Brazil,Natural / Dry,995.0,0,1,0.11,7.17,7.33,7.42,7.08,7.0,7.0,80.25,1
Honduras,Natural / Dry,1400.0,0,4,0.1,7.25,7.25,7.0,7.0,7.42,7.0,80.25,1
Mexico,Washed / Wet,1600.0,0,2,0.1,7.25,7.17,7.0,7.33,7.33,7.0,80.25,1
Myanmar,Natural / Dry,914.4,1,26,0.11,8.0,7.08,7.0,7.33,7.08,6.92,80.25,1
Myanmar,Natural / Dry,4287.0,0,1,0.0,7.42,7.0,7.08,7.0,7.17,7.33,80.25,1
Nicaragua,Washed / Wet,900.0,0,2,0.11,7.08,6.92,7.0,7.25,7.5,7.25,80.25,1
United States (Hawaii),Natural / Dry,1310.64,4,13,0.12,7.5,7.08,7.67,7.67,7.42,7.58,80.25,1
Colombia,Washed / Wet,1310.64,0,0,0.1,7.42,8.0,7.83,7.75,8.08,7.58,80.25,1
Taiwan,Semi-washed / Semi-pulped,700.0,0,0,0.11,7.25,7.08,7.25,7.25,7.17,7.25,80.25,1
Guatemala,Washed / Wet,1400.0,1,12,0.11,7.0,7.17,7.33,7.33,7.0,7.17,80.25,1
Mexico,Washed / Wet,808.0,2,8,0.11,7.58,7.33,7.17,7.25,6.75,7.0,80.25,1
Vietnam,Other,1550.0,0,2,0.0,7.42,7.25,7.25,7.58,7.42,7.33,80.17,1
Nicaragua,Washed / Wet,1187.5,0,2,0.11,7.17,7.08,7.08,7.33,7.25,7.08,80.17,1
Honduras,Washed / Wet,1400.0,0,0,0.11,7.25,7.25,7.0,7.17,7.08,7.08,80.17,1
Guatemala,Washed / Wet,1310.64,0,2,0.11,7.33,7.33,7.0,7.17,7.17,7.17,80.17,1
Mexico,Washed / Wet,1250.0,0,2,0.11,7.33,7.08,6.92,7.42,7.25,7.08,80.17,1
Mexico,Washed / Wet,1550.0,1,2,0.14,7.58,7.42,7.33,7.5,7.08,7.17,80.17,1
Mexico,Washed / Wet,1000.0,0,12,0.12,7.33,7.33,7.17,7.08,7.25,7.0,80.17,1
Guatemala,Washed / Wet,1310.64,0,5,0.11,7.33,7.33,7.0,7.33,7.0,7.0,80.17,1
United States (Hawaii),Washed / Wet,1310.64,12,1,0.05,7.58,7.5,7.33,7.33,7.67,7.33,80.17,1
Brazil,Pulped natural / honey,1100.0,0,5,0.11,7.17,7.17,7.0,7.17,7.25,7.25,80.08,1
Taiwan,Washed / Wet,850.0,0,0,0.07,7.42,7.25,7.25,7.17,7.0,7.0,80.08,1
Nicaragua,Natural / Dry,1310.64,0,4,0.1,7.25,7.17,6.92,7.25,7.17,7.25,80.08,1
Taiwan,Other,200.0,0,0,0.11,7.25,7.25,7.25,7.25,7.08,7.0,80.08,1
Taiwan,Washed / Wet,150.0,0,0,0.11,7.25,7.25,7.25,7.0,7.25,7.08,80.08,1
Taiwan,Semi-washed / Semi-pulped,250.0,0,0,0.11,7.25,7.25,7.25,7.08,7.17,7.08,80.08,1
Mexico,Washed / Wet,1300.0,0,0,0.15,7.33,7.17,7.25,7.08,7.08,7.08,80.08,1
Mexico,Washed / Wet,1300.0,1,17,0.14,7.25,7.08,7.0,7.17,7.33,7.17,80.08,1
Nicaragua,Washed / Wet,1250.0,0,5,0.1,7.33,7.08,6.92,7.08,7.42,7.17,80.0,1
Myanmar,Washed / Wet,3845.0,0,4,0.0,7.17,7.33,7.0,7.42,7.17,7.0,80.0,1
Mexico,Washed / Wet,1400.0,0,2,0.0,7.58,7.75,7.42,7.5,7.5,7.5,80.0,1
Taiwan,Washed / Wet,250.0,0,0,0.11,7.25,7.25,7.25,7.0,7.25,7.0,80.0,1
Thailand,Washed / Wet,800.0,0,0,0.0,7.33,6.67,7.08,7.42,7.42,7.08,80.0,1
Mexico,Washed / Wet,1250.0,0,9,0.12,7.25,7.25,7.08,7.17,7.33,7.33,80.0,1
Mexico,Washed / Wet,1100.0,0,12,0.11,7.08,7.33,7.0,7.33,7.08,7.0,80.0,1
Ethiopia,Washed / Wet,1310.64,0,2,0.05,7.42,7.42,7.5,7.92,7.75,7.58,80.0,1
Colombia,Washed / Wet,1310.64,0,1,0.0,7.83,7.67,7.58,7.75,7.83,7.17,79.92,0
United States (Hawaii),Natural / Dry,1310.64,1,3,0.11,7.5,7.0,7.0,6.92,7.33,7.17,79.92,0
Mexico,Washed / Wet,1300.0,0,4,0.12,7.33,7.08,7.08,7.33,7.42,7.17,79.92,0
Mexico,Washed / Wet,1100.0,1,7,0.12,7.17,7.17,6.92,7.25,7.33,7.08,79.92,0
Mexico,Washed / Wet,1100.0,0,0,0.0,7.5,7.17,7.0,7.17,7.25,7.08,79.92,0
Mexico,Washed / Wet,1100.0,0,3,0.11,7.17,7.08,7.08,7.08,7.5,7.33,79.92,0
Mexico,Natural / Dry,1250.0,0,6,0.12,7.33,7.25,7.0,7.42,7.17,7.17,79.92,0
Mexico,Washed / Wet,1250.0,0,0,0.11,7.17,7.33,7.08,7.58,7.33,7.08,79.92,0
United States (Hawaii),Washed / Wet,1310.64,3,0,0.05,7.5,7.42,7.58,7.42,7.5,7.58,79.92,0
Kenya,Washed / Wet,1500.0,0,5,0.11,7.0,7.08,7.0,7.17,7.25,7.25,79.83,0
Guatemala,Washed / Wet,1700.0,0,2,0.1,7.33,7.25,6.92,7.33,7.25,7.33,79.83,0
Nicaragua,Washed / Wet,1250.0,0,0,0.11,6.83,7.17,7.17,6.92,7.5,7.08,79.83,0
Mexico,Washed / Wet,1300.0,0,3,0.12,7.17,7.08,7.0,7.25,7.5,7.0,79.83,0
United States (Hawaii),Natural / Dry,1310.64,7,10,0.12,7.58,7.08,6.83,7.17,7.5,7.17,79.83,0
Guatemala,Washed / Wet,190164.0,0,1,0.1,7.5,7.42,7.25,7.58,7.33,7.42,79.75,0
Taiwan,Natural / Dry,1000.0,0,0,0.0,7.75,7.33,7.17,7.33,7.67,7.83,79.75,0
Taiwan,Washed / Wet,600.0,0,0,0.1,7.08,7.08,7.25,7.0,7.17,7.17,79.75,0
Thailand,Washed / Wet,800.0,0,0,0.12,7.25,7.08,6.92,7.5,7.08,6.92,79.75,0
Peru,Washed / Wet,1310.64,1,2,0.12,7.0,7.08,7.0,7.25,7.5,7.42,79.75,0
Costa Rica,Washed / Wet,1100.0,0,4,0.1,7.58,7.5,7.67,7.75,7.67,7.58,79.75,0
Mexico,Washed / Wet,1400.0,0,4,0.12,7.58,7.08,7.0,7.0,7.5,6.92,79.75,0
Mexico,Washed / Wet,1022.0,0,4,0.13,7.58,7.08,6.92,7.58,7.5,6.92,79.75,0
Mexico,Washed / Wet,1300.0,0,5,0.12,7.25,7.08,7.0,7.17,7.17,7.08,79.75,0
Mexico,Washed / Wet,1450.0,0,0,0.14,7.25,7.17,7.17,7.08,7.17,7.0,79.75,0
Mexico,Washed / Wet,1050.0,1,22,0.1,7.33,7.25,7.0,7.08,7.08,7.0,79.75,0
Guatemala,Washed / Wet,1310.64,0,4,0.0,7.58,7.33,7.5,7.33,7.0,7.33,79.75,0
Mexico,Washed / Wet,1100.0,0,7,0.12,7.25,6.83,6.92,7.08,7.25,7.08,79.75,0
Guatemala,Washed / Wet,1219.2,0,1,0.1,7.42,7.42,7.25,7.58,7.42,7.33,79.67,0
El Salvador,Washed / Wet,1250.0,0,12,0.0,7.25,7.08,7.0,6.83,7.33,7.17,79.67,0
Thailand,Washed / Wet,800.0,0,0,0.12,6.92,7.17,6.83,7.42,7.17,7.08,79.67,0
Guatemala,Washed / Wet,1310.64,0,6,0.11,7.5,7.0,6.83,7.08,7.08,7.17,79.67,0
Mexico,Washed / Wet,1400.0,0,6,0.12,7.42,7.25,6.83,7.58,7.17,6.58,79.67,0
Mexico,Washed / Wet,975.0,5,6,0.13,7.33,7.17,7.0,6.75,7.08,7.0,79.67,0
Mexico,Washed / Wet,1264.0,0,9,0.0,6.92,7.17,7.17,7.17,7.08,7.08,79.67,0
Thailand,Washed / Wet,1310.64,1,0,0.0,7.17,7.17,7.0,7.0,7.25,6.92,79.67,0
Mexico,Washed / Wet,1250.0,0,11,0.12,7.08,7.0,6.92,7.33,7.25,7.08,79.58,0
Mexico,Washed / Wet,1550.0,0,5,0.13,7.25,6.92,6.92,7.33,7.25,7.0,79.58,0
Colombia,Washed / Wet,1800.0,0,4,0.1,7.25,7.17,7.0,6.75,7.17,7.33,79.58,0
Guatemala,Washed / Wet,1325.88,1,19,0.17,7.08,7.0,6.83,7.33,7.25,7.0,79.58,0
Nicaragua,Natural / Dry,1050.0,0,6,0.12,6.92,6.92,7.0,7.42,7.25,7.0,79.5,0
Taiwan,Natural / Dry,700.0,0,1,0.0,6.92,7.0,7.17,7.0,7.42,7.0,79.5,0
Colombia,Washed / Wet,1550.0,0,2,0.0,7.83,7.5,7.42,7.42,7.67,7.5,79.5,0
Mexico,Washed / Wet,1550.0,1,20,0.12,7.25,7.08,6.92,7.25,7.58,7.08,79.5,0
Mexico,Washed / Wet,1100.0,0,5,0.12,7.25,7.33,7.0,7.25,7.17,7.17,79.5,0
Guatemala,Washed / Wet,1219.2,0,2,0.1,7.08,7.33,7.25,7.58,7.33,7.42,79.42,0
Guatemala,Washed / Wet,1219.2,1,4,0.1,7.25,7.33,6.83,7.0,7.0,7.17,79.42,0
Mexico,Washed / Wet,800.0,0,30,0.13,7.0,6.83,6.83,7.42,7.33,7.17,79.42,0
Cote d?Ivoire,Washed / Wet,200.0,1,2,0.13,7.42,7.25,6.83,7.0,7.33,7.08,79.33,0
Colombia,Washed / Wet,1200.0,0,3,0.0,7.42,7.25,6.75,7.25,7.42,7.25,79.33,0
Mexico,Washed / Wet,950.0,0,23,0.14,7.0,7.0,6.83,7.33,7.42,6.92,79.33,0
Mexico,Washed / Wet,750.0,0,19,0.14,7.42,7.17,7.08,7.17,7.08,7.08,79.33,0
Guatemala,Washed / Wet,1310.64,0,6,0.11,7.17,6.5,6.33,7.25,7.58,7.33,79.33,0
Taiwan,Washed / Wet,850.0,0,0,0.11,7.08,6.83,6.83,7.25,7.42,7.08,79.25,0
Mexico,Washed / Wet,1000.0,0,10,0.13,7.0,7.0,6.92,7.17,7.17,7.08,79.25,0
Guatemala,Washed / Wet,1219.2,0,0,0.1,7.33,7.42,7.33,7.42,7.5,7.42,79.17,0
Honduras,Washed / Wet,1650.0,0,5,0.11,7.58,7.0,6.75,6.92,7.0,6.92,79.17,0
Guatemala,Washed / Wet,1320.0,0,6,0.11,7.08,7.0,6.92,7.42,7.0,6.92,79.17,0
Guatemala,Washed / Wet,1550.0,0,6,0.11,7.25,7.17,6.75,7.25,7.0,6.92,79.17,0
Costa Rica,Washed / Wet,1310.64,5,20,0.1,7.17,7.42,7.5,8.0,7.25,7.83,79.17,0
Mexico,Washed / Wet,1550.0,0,8,0.14,7.25,7.08,6.92,7.08,7.17,7.17,79.17,0
Mexico,Washed / Wet,1450.0,0,34,0.14,7.17,6.92,6.92,7.08,7.17,7.0,79.17,0
Mexico,Washed / Wet,1200.0,0,8,0.01,6.75,6.75,6.83,7.25,7.58,7.08,79.17,0
Guatemala,Washed / Wet,1700.0,0,1,0.1,7.58,7.67,7.42,7.42,7.67,7.67,79.08,0
United States (Puerto Rico),Washed / Wet,853.44,0,0,0.13,7.42,7.08,6.75,7.33,7.33,6.92,79.08,0
Mexico,Washed / Wet,1500.0,0,2,0.16,7.33,7.0,6.92,7.25,7.33,7.08,79.08,0
Mexico,Washed / Wet,1100.0,0,45,0.11,7.25,7.08,6.75,7.33,7.42,7.0,79.08,0
Mexico,Washed / Wet,1200.0,0,0,0.1,7.17,7.25,7.25,7.17,7.25,7.08,79.08,0
Mexico,Washed / Wet,1310.64,0,3,0.1,6.75,6.75,6.42,6.83,7.58,7.5,79.08,0
Guatemala,Washed / Wet,1219.2,0,3,0.12,7.33,7.17,6.58,7.42,7.08,6.83,79.0,0
Honduras,Washed / Wet,1350.0,0,12,0.11,7.0,7.0,7.0,7.0,7.0,7.0,79.0,0
Peru,Washed / Wet,1400.0,0,4,0.0,7.67,7.17,7.08,7.25,8.0,7.5,79.0,0
Mexico,Natural / Dry,1300.0,0,12,0.12,6.75,7.08,6.67,7.25,7.17,7.08,79.0,0
Mexico,Semi-washed / Semi-pulped,1550.0,3,17,0.14,7.5,7.17,6.92,7.5,7.25,7.0,79.0,0
Mexico,Washed / Wet,12.0,7,38,0.14,7.17,6.83,6.83,7.25,7.17,6.92,79.0,0
Mexico,Washed / Wet,1300.0,0,8,0.12,7.33,7.0,6.75,7.08,7.17,7.25,78.92,0
Mexico,Washed / Wet,1400.0,0,0,0.16,7.5,7.0,6.92,7.08,6.92,6.75,78.92,0
Nicaragua,Other,1100.0,0,4,0.1,7.17,7.0,6.92,7.0,7.0,7.0,78.83,0
United States (Hawaii),Natural / Dry,1310.64,5,8,0.12,7.5,6.92,6.92,7.25,7.58,7.42,78.75,0
Guatemala,Washed / Wet,1310.64,1,8,0.12,7.33,7.08,6.33,7.25,7.0,7.0,78.75,0
Mexico,Washed / Wet,1320.0,0,0,0.14,7.25,6.83,6.83,7.0,7.17,7.0,78.75,0
Mexico,Semi-washed / Semi-pulped,1250.0,0,0,0.14,7.25,7.33,7.17,7.25,7.08,7.0,78.75,0
Mexico,Washed / Wet,1350.0,0,0,0.12,7.67,7.17,6.83,7.33,7.58,7.17,78.75,0
China,Washed / Wet,1850.0,0,5,0.0,7.0,6.92,6.83,7.17,7.17,7.17,78.67,0
Mexico,Washed / Wet,1150.0,0,2,0.13,6.92,6.92,6.67,7.25,7.17,6.92,78.67,0
Nicaragua,Washed / Wet,1310.64,1,7,0.1,7.08,7.0,6.75,6.83,7.08,6.92,78.58,0
